Electronics International Inc.
MVP-50T  Flight Data Recording
Aircraft ID: N746LG   
Hardware ID: 1.3.1
Software Version: 2.7
SW Tracking ID #: 502
Unit ID: 1712329445
Engine Data Converter Model: EDC-T-1-F  
Flight Number: 1169
Local Time: 10/09/21 03:23:32
Date Format: mm/dd/yy
ZULU Time: 10:23:34
Engine Hours: 1102.77 Hours
Cycle Count: 490 Cycles
Data Logging Interval:   1 sec
TIME,MSTR_WRN,N1;%,N2;RPM,F.FLOW;GPH,FUEL R;GAL,FUEL L;GAL,VOLTS;V,AMPS;A,TORQ;%,FUEL P;PSI,OIL P;PSI,PR ALT;FT,VSI;FT,AIRSPD;KTS,TAS;,ITT;*C,OIL T;*C,OAT;*F,HP;%,F.REM;GAL,FLT TM;MIN,ENG HRS:HRS,CYCLES; ,GPS-UTC,GPS-WAYPT,GPS-LAT,GPS-LONG,GPS-SPEED;KTS,GPS-ALT;F,GPS-TRACK;DEG,GPS-QLTY,GPS-NumSat,AUXIN1,AUXIN2,AUXIN3,
03:23:27,1,0.0,0,0.0,12.5,14.0,26.3,0,0,0.8,0.0,-86,8,0,0,238,41,31,0,36.8,0,1102.77,490,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
03:23:28,1,0.0,0,0.0,12.5,14.0,26.3,0,0,0.8,0.0,-85,9,0,0,237,41,31,0,36.8,0,1102.77,490,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
03:23:29,1,0.0,0,0.0,12.5,14.0,26.2,0,0,0.8,0.0,-86,10,0,0,237,41,31,0,36.8,0,1102.77,490,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
03:23:30,1,0.0,0,0.0,12.5,14.0,26.2,0,0,0.8,0.0,-86,9,0,0,237,41,31,0,36.8,0,1102.77,490,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
03:23:31,1,0.0,0,0.0,12.5,14.0,26.2,0,0,0.8,0.0,-86,7,0,0,236,41,31,0,36.8,0,1102.77,490,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
03:23:32,1,0.0,0,0.0,12.5,14.0,26.2,0,0,0.8,0.0,-86,4,0,0,236,41,31,0,36.8,0,1102.77,490,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
03:23:33,1,0.0,0,0.0,12.5,14.0,26.2,0,0,0.8,0.0,-86,1,0,0,236,41,31,0,36.8,0,1102.77,490,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
03:23:34,1,0.0,0,0.0,12.5,14.0,26.2,0,0,0.8,0.0,-87,0,0,0,236,41,31,0,36.8,0,1102.77,490,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
03:23:35,1,0.0,0,0.0,12.5,14.0,26.2,0,0,0.8,0.0,-86,-1,0,0,235,41,31,0,36.8,0,1102.77,490,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
03:23:37,1,0.0,0,0.0,12.5,14.0,26.2,0,0,0.8,0.0,-86,-1,0,0,235,41,31,0,36.8,0,1102.77,490,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
