Electronics International Inc.
MVP-50T  Flight Data Recording
Aircraft ID: N746LG   
Hardware ID: 1.3.1
Software Version: 2.7
SW Tracking ID #: 502
Unit ID: 1712329445
Engine Data Converter Model: EDC-T-1-F  
Flight Number: 1176
Local Time: 10/12/21 08:33:24
Date Format: mm/dd/yy
ZULU Time: 15:33:26
Engine Hours: 1109.82 Hours
Cycle Count: 492 Cycles
Data Logging Interval:   1 sec
TIME,MSTR_WRN,N1;%,N2;RPM,F.FLOW;GPH,FUEL R;GAL,FUEL L;GAL,VOLTS;V,AMPS;A,TORQ;%,FUEL P;PSI,OIL P;PSI,PR ALT;FT,VSI;FT,AIRSPD;KTS,TAS;,ITT;*C,OIL T;*C,OAT;*F,HP;%,F.REM;GAL,FLT TM;MIN,ENG HRS:HRS,CYCLES; ,GPS-UTC,GPS-WAYPT,GPS-LAT,GPS-LONG,GPS-SPEED;KTS,GPS-ALT;F,GPS-TRACK;DEG,GPS-QLTY,GPS-NumSat,AUXIN1,AUXIN2,AUXIN3,
08:33:19,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,5,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:20,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,7,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:21,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,6,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:22,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,4,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:23,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,3,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:24,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,1,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:25,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,0,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:26,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,1,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:27,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,1,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:28,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,1,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:29,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,1,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:30,0,0.0,0,0.0,11.0,10.5,25.3,0,0,0.0,0.0,479,0,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:32,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,479,0,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:33,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,479,0,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:34,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,479,0,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:35,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,479,0,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:36,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,479,0,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:37,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,479,0,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:38,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,480,0,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:39,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,480,1,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:40,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,479,2,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:41,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,479,2,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:42,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,479,2,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:43,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,480,0,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:44,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,480,1,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:46,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,480,2,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
08:33:47,0,0.0,0,0.0,11.0,10.5,25.2,0,0,0.0,0.0,479,3,0,0,15,15,61,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
