Electronics International Inc.
MVP-50T  Flight Data Recording
Aircraft ID: N746LG   
Hardware ID: 1.3.1
Software Version: 2.7
SW Tracking ID #: 502
Unit ID: 1712329445
Engine Data Converter Model: EDC-T-1-F  
Flight Number: 1184
Local Time: 10/20/21 22:26:22
Date Format: mm/dd/yy
ZULU Time: 05:26:23
Engine Hours: 1113.23 Hours
Cycle Count: 497 Cycles
Data Logging Interval:   1 sec
TIME,MSTR_WRN,N1;%,N2;RPM,F.FLOW;GPH,FUEL R;GAL,FUEL L;GAL,VOLTS;V,AMPS;A,TORQ;%,FUEL P;PSI,OIL P;PSI,PR ALT;FT,VSI;FT,AIRSPD;KTS,TAS;,ITT;*C,OIL T;*C,OAT;*F,HP;%,F.REM;GAL,FLT TM;MIN,ENG HRS:HRS,CYCLES; ,GPS-UTC,GPS-WAYPT,GPS-LAT,GPS-LONG,GPS-SPEED;KTS,GPS-ALT;F,GPS-TRACK;DEG,GPS-QLTY,GPS-NumSat,AUXIN1,AUXIN2,AUXIN3,
22:26:16,1,0.0,0,0.0,56.0,56.0,24.9,0,0,0.0,0.0,1095,6,16,16,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:17,1,0.0,0,0.0,56.0,56.0,24.9,0,0,0.0,0.0,1095,4,16,16,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:18,1,0.0,0,0.0,56.0,56.0,24.9,0,0,0.0,0.0,1095,1,16,16,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:19,1,0.0,0,0.0,56.0,56.0,24.9,0,0,0.0,0.0,1095,0,0,0,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:20,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1095,2,0,0,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:22,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1096,5,0,0,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:23,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1097,8,16,16,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:24,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1097,10,16,16,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:25,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1097,11,16,16,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:26,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1098,13,18,18,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:27,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1097,13,20,20,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:28,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1097,13,19,18,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:29,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1096,12,20,20,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:30,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1097,11,0,0,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:31,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1096,9,0,0,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:32,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1096,5,16,16,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:33,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1096,1,18,18,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:35,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1096,0,0,0,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:36,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1096,-5,16,16,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:37,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1096,-7,0,0,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:38,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1097,-6,16,16,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:39,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1098,-3,0,0,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:40,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1098,0,18,18,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
22:26:41,1,0.0,0,0.0,56.0,56.0,24.8,0,0,0.0,0.0,1098,4,0,0,10,10,50,0,94.6,0,1113.23,497,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
