Electronics International Inc.
MVP-50T  Flight Data Recording
Aircraft ID: N746LG   
Hardware ID: 1.3.1
Software Version: 2.7
SW Tracking ID #: 502
Unit ID: 1712329445
Engine Data Converter Model: EDC-T-1-F  
Flight Number: 1174
Local Time: 10/09/21 11:59:40
Date Format: mm/dd/yy
ZULU Time: 18:59:42
Engine Hours: 1109.82 Hours
Cycle Count: 492 Cycles
Data Logging Interval:   1 sec
TIME,MSTR_WRN,N1;%,N2;RPM,F.FLOW;GPH,FUEL R;GAL,FUEL L;GAL,VOLTS;V,AMPS;A,TORQ;%,FUEL P;PSI,OIL P;PSI,PR ALT;FT,VSI;FT,AIRSPD;KTS,TAS;,ITT;*C,OIL T;*C,OAT;*F,HP;%,F.REM;GAL,FLT TM;MIN,ENG HRS:HRS,CYCLES; ,GPS-UTC,GPS-WAYPT,GPS-LAT,GPS-LONG,GPS-SPEED;KTS,GPS-ALT;F,GPS-TRACK;DEG,GPS-QLTY,GPS-NumSat,AUXIN1,AUXIN2,AUXIN3,
11:59:35,1,14.2,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,373,-3,0,0,220,52,55,0,32.2,0,1109.81,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:36,1,11.6,210,0.0,10.5,56.0,26.0,0,0,1.2,0.0,373,-3,0,0,222,52,55,0,32.2,0,1109.81,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:37,1,12.8,140,0.0,10.5,56.0,26.0,0,0,1.2,0.0,373,-2,0,0,224,52,55,0,32.2,0,1109.81,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:38,1,12.6,80,0.0,10.5,56.0,26.0,0,0,1.2,0.0,373,0,0,0,226,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:39,1,18.5,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,373,0,0,0,229,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:40,1,28.3,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,374,0,0,0,231,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:41,1,26.9,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,374,1,0,0,233,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:42,1,45.4,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,374,2,0,0,236,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:43,1,4.3,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,374,4,0,0,239,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:44,1,15.4,0,0.0,10.5,56.0,26.0,0,0,1.0,0.0,374,5,0,0,245,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:45,1,0.3,0,0.0,10.5,56.0,26.0,0,0,1.0,0.0,374,6,0,0,246,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:46,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.0,0.0,374,6,0,0,252,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:48,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.0,0.0,374,6,0,0,257,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:49,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.0,0.0,374,6,0,0,262,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:50,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.0,0.0,374,6,0,0,264,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:51,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.0,0.0,374,4,0,0,267,52,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:52,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,374,3,0,0,270,53,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:53,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,374,1,0,0,272,53,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:54,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,373,0,0,0,274,53,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:55,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,373,-2,0,0,275,53,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:56,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,373,-3,0,0,276,53,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:57,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,373,-5,0,0,278,53,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:58,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,374,-6,0,0,279,53,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
11:59:59,1,0.0,0,0.0,10.5,56.0,26.0,0,0,1.2,0.0,374,-4,0,0,280,53,54,0,32.2,0,1109.82,492,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
