Electronics International Inc.
MVP-50T  Flight Data Recording
Aircraft ID: N746LG   
Hardware ID: 1.3.1
Software Version: 2.7
SW Tracking ID #: 502
Unit ID: 1712329445
Engine Data Converter Model: EDC-T-1-F  
Flight Number: 1172
Local Time: 10/09/21 07:10:31
Date Format: mm/dd/yy
ZULU Time: 14:10:32
Engine Hours: 1105.56 Hours
Cycle Count: 491 Cycles
Data Logging Interval:   1 sec
TIME,MSTR_WRN,N1;%,N2;RPM,F.FLOW;GPH,FUEL R;GAL,FUEL L;GAL,VOLTS;V,AMPS;A,TORQ;%,FUEL P;PSI,OIL P;PSI,PR ALT;FT,VSI;FT,AIRSPD;KTS,TAS;,ITT;*C,OIL T;*C,OAT;*F,HP;%,F.REM;GAL,FLT TM;MIN,ENG HRS:HRS,CYCLES; ,GPS-UTC,GPS-WAYPT,GPS-LAT,GPS-LONG,GPS-SPEED;KTS,GPS-ALT;F,GPS-TRACK;DEG,GPS-QLTY,GPS-NumSat,AUXIN1,AUXIN2,AUXIN3,
07:10:25,1,0.0,0,0.0,56.0,56.0,25.6,0,0,0.0,0.0,283,8,17,15,153,39,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:26,1,0.0,0,0.0,56.0,56.0,25.6,0,0,0.0,0.0,284,10,16,15,152,39,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:27,1,0.0,0,0.0,56.0,56.0,25.6,0,0,0.0,0.0,285,13,0,0,152,39,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:28,1,0.0,0,0.0,56.0,56.0,25.6,0,0,0.0,0.0,286,17,0,0,151,39,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:29,1,0.0,0,0.0,56.0,56.0,25.6,0,0,0.0,0.0,290,49,0,0,151,39,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:31,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,286,63,0,0,151,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:32,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,285,45,0,0,151,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:33,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,285,12,0,0,152,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:34,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,285,4,0,0,152,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:35,1,0.0,0,0.0,56.0,56.0,25.6,0,0,0.0,0.0,285,-3,0,0,152,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:36,1,0.0,0,0.0,56.0,56.0,25.6,0,0,0.0,0.0,285,-18,0,0,152,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:37,1,0.0,0,0.0,56.0,56.0,25.6,0,0,0.0,0.0,285,-29,0,0,152,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:38,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,285,-27,0,0,152,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:39,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,285,-18,0,0,152,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:40,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,286,-7,0,0,152,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:41,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,287,0,0,0,152,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:42,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,287,5,0,0,152,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:44,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,287,9,0,0,153,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:45,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,287,11,0,0,153,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:46,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,287,12,0,0,153,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:47,1,0.0,0,0.0,56.0,56.0,25.5,0,0,0.0,0.0,288,12,0,0,152,39,47,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:48,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,288,13,0,0,152,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:49,1,0.0,0,0.0,56.0,56.0,25.3,0,0,0.0,0.0,288,14,0,0,152,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:50,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,288,15,0,0,152,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:51,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,287,14,0,0,151,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:52,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,287,11,0,0,151,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:53,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,287,6,0,0,151,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:54,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,288,3,0,0,151,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:55,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,289,2,0,0,151,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:56,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,290,5,0,0,151,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:58,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,290,7,0,0,150,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:10:59,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,290,10,0,0,150,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:11:00,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,290,11,0,0,150,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:11:01,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,289,12,0,0,150,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:11:02,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,289,12,0,0,150,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:11:03,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,289,12,0,0,150,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:11:04,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,289,11,0,0,150,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:11:05,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,289,9,0,0,150,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:11:06,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,289,6,0,0,150,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
07:11:07,1,0.0,0,0.0,56.0,56.0,25.4,0,0,0.0,0.0,289,2,0,0,150,38,46,0,44.0,0,1105.56,491,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
