Electronics International Inc.
MVP-50T  Flight Data Recording
Aircraft ID: N746LG   
Hardware ID: 1.3.1
Software Version: 2.7
SW Tracking ID #: 502
Unit ID: 1712329445
Engine Data Converter Model: EDC-T-1-F  
Flight Number: 1161
Local Time: 10/07/21 16:14:38
Date Format: mm/dd/yy
ZULU Time: 23:14:39
Engine Hours: 1090.30 Hours
Cycle Count: 486 Cycles
Data Logging Interval:   1 sec
TIME,MSTR_WRN,N1;%,N2;RPM,F.FLOW;GPH,FUEL R;GAL,FUEL L;GAL,VOLTS;V,AMPS;A,TORQ;%,FUEL P;PSI,OIL P;PSI,PR ALT;FT,VSI;FT,AIRSPD;KTS,TAS;,ITT;*C,OIL T;*C,OAT;*F,HP;%,F.REM;GAL,FLT TM;MIN,ENG HRS:HRS,CYCLES; ,GPS-UTC,GPS-WAYPT,GPS-LAT,GPS-LONG,GPS-SPEED;KTS,GPS-ALT;F,GPS-TRACK;DEG,GPS-QLTY,GPS-NumSat,AUXIN1,AUXIN2,AUXIN3,
16:14:32,1,0.0,0,0.0,56.0,55.0,25.2,0,0,0.0,0.0,5202,-55,0,0,29,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:33,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5202,-46,0,0,29,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:34,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5202,-40,0,0,29,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:35,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5202,-32,0,0,29,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:36,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5202,-25,0,0,29,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:38,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5202,-17,0,0,29,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:39,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5202,-12,0,0,30,29,69,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:40,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5202,-7,0,0,30,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:41,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5202,-4,0,0,30,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:42,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5203,-1,0,0,30,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:43,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5203,1,0,0,30,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:44,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5202,3,0,0,30,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:45,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5203,4,0,0,30,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:46,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5203,5,0,0,30,29,69,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:47,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5203,5,0,0,30,29,69,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
16:14:48,1,0.0,0,0.0,56.0,55.0,25.1,0,0,0.0,0.0,5203,5,0,0,30,29,70,0,31.8,0,1090.30,486,00,N/A,-----,-----,---,----,----,0,0,0,0,0,
